Item Name,Cuisine,Course,Nutritional Profile,Preparation Method,Spiciness Level,Vegan/Vegetarian/Contains-Egg/Non-Veg,Allergens,Flavor Profile,Dietary Restrictions
Rajasthani Dal Recipe,Rajasthani,Main Dish,"Vegetarian, Comfort Food, Spicy",Cooked,Spicy,Vegetarian,None,"Comfort Food, Spicy",None
American Perugu Pachadi Recipe - Raw Mango Yogurt Pachadi,"American, Indian",Side Dish,"Vegetarian, Tangy, Cooling",Mixed,Mild,Vegetarian,Dairy,"Tangy, Cooling",None
Bhindi Masala Curry Recipe,Indian,Main Dish,"Vegetarian, Spicy, Regional",Cooked,Spicy,Vegetarian,None,"Spicy, Regional",None
Cheesy Aloo Paratha Recipe,Indian,Bread,"Vegetarian, Cheesy, Stuffed",Grilled,None,Vegetarian,Dairy,"Cheesy, Stuffed",None
Segdalu Recipe - Oriya Tea Time Snack,Indian,Snack,"Vegetarian, Crunchy, Regional",Fried,None,Vegetarian,None,"Crunchy, Regional",None
Matar Masala Tofu Recipe,Indian,Main Dish,"Vegetarian, Spicy, Protein-rich",Cooked,Spicy,Vegetarian,None,"Spicy, Protein-rich",None
Gujarati Style Oriya Pak Recipe,Indian,Dessert,"Vegetarian, Sweet, Deep-fried",Fried,None,Vegetarian,None,"Sweet, Deep-fried",None
Walnut Mushroom Veg Bolognese Recipe With A Twist,"Italian, Indian",Main Dish,"Vegetarian, Nutrient-rich, Flavorful",Cooked,Mild,Vegetarian,Nuts,"Nutrient-rich, Flavorful",None
Creamy Herb Roasted Potato Soup In a Bread Bowl Recipe,Western,Soup,"Vegetarian, Creamy, Comfort Food","Baked, Boiled",None,Vegetarian,Dairy,"Creamy, Comfort Food",None
Sambal Telor with Nasi Uduk Recipe (Indonesian Style Eggs Cooked in Sambal and Lemongrass Coconut Rice),Indonesian,Main Dish,"Vegetarian, Spicy, Indonesian",Cooked,Spicy,Vegetarian,None,"Spicy, Indonesian",None
Pasta Primavera With Fresh Basil Recipe,Italian,Main Dish,"Vegetarian, Pasta, Fresh, Flavorful","Boiled, Sauteed",None,Vegetarian,None,"Pasta, Fresh, Flavorful",None
Assamese Style Dil Pasand Recipe,Assamese,Dessert,"Vegetarian, Sweet, Flaky, Regional",Baked,None,Vegetarian,None,"Sweet, Flaky, Regional",None
Kothavarangai Paruppu Usili Recipe - Gawar Phali Dal Sabzi,South Indian,Side Dish,"Vegetarian, Nutrient-rich, Regional","Steamed, Stir-fried",None,Vegetarian,None,"Nutrient-rich, Regional",None
Broccoli And Aloo Lifafa Paratha Recipe,Indian,Bread,"Vegetarian, Stuffed, Breakfast",Baked,None,Vegetarian,None,"Stuffed, Breakfast",None
Eggless Mango Cheesecake Recipe,Western,Dessert,"Vegetarian, Fruity, Creamy",Baked,None,Vegetarian,Dairy,"Fruity, Creamy",None
Cheesy Bruschetta With Capsicum And Tomatoes Recipe,Italian,Appetizer,"Vegetarian, Cheesy, Crunchy",Grilled,None,Vegetarian,Dairy,"Cheesy, Crunchy",None
Uddina Hittu Recipe (Udnittu),Urad Dal Flour In Spiced Buttermilk,South Indian,Condiment,"Vegetarian, Tangy, Comfort Food",Mixed,Spicy,Vegetarian,Dairy,Low
Konkani Style Doddak Recipe-Lentil Pancakes,South Indian,Snack,"Vegetarian, Spicy, Regional",Pan-fried,Spicy,Vegetarian,None,"Spicy, Regional",None
Eggless & Gluten free Oats Banana Brownie Recipe,Western,Dessert,"Vegetarian, Gluten-free, Nutrient-rich",Baked,None,Vegetarian,None,"Nutrient-rich, Gluten-free",Gluten-free
Turai Aloo Ki Sabzi Recipe - Ridge Gourd Potato Curry,Indian,Main Dish,"Vegetarian, Comfort Food, Regional",Cooked,Mild,Vegetarian,None,"Comfort Food, Regional",None
Pachai Payaru Payasam Recipe - Green Moong Dal Payasam,Indian,Dessert,"Vegetarian, Sweet, Traditional",Boiled,None,Vegetarian,None,"Sweet, Traditional",None
Garlic Toasted Beans Salad Recipe,Western,Salad,"Vegetarian, Garlicy, Tangy",Toasted,None,Vegetarian,None,"Garlicy, Tangy",None
Sri Lankan Chicken Curry Recipe - Kukul Mas Curry,Sri Lankan,Main Dish,"Non-Vegetarian, Spicy, Coconut-based",Cooked,Spicy,Non-Veg,None,"Spicy, Coconut-based",None
Onion Rava Dosa Recipe - Spiced Semolina Crepe,South Indian,Main Dish,"Vegetarian, Spicy, Regional","Fermented, Pan-fried",Spicy,Vegetarian,None,"Spicy, Regional",None
Awadhi Style Nargisi Kofta Recipe (Boiled Egg Wrapped With Spiced Potato Recipe),Indian,Main Dish,"Non-Vegetarian, Rich, Flavorful","Boiled, Fried",Mild,Non-Veg,None,"Rich, Flavorful",None
Tawa Tandoori Roti Recipe,Indian,Bread,"Vegetarian, Tandoori, Traditional",Grilled,None,Vegetarian,None,"Tandoori, Traditional",None
Barnyard Millet Jaggery Payasam Recipe,Indian,Dessert,"Vegetarian, Sweet, Traditional",Boiled,None,Vegetarian,None,"Sweet, Traditional",None
Pabda Macher Kalo Jeera Diye Recipe - Bengali Pabda Fish Curry,Bengali,Main Dish,"Non-Vegetarian, Spicy, Bengali",Cooked,Spicy,Non-Veg,None,"Spicy, Bengali",None
Strawberry Cheesecake Bars Recipe,Western,Dessert,"Vegetarian, Fruity, Creamy",Baked,None,Vegetarian,Dairy,"Fruity, Creamy",None
Stuffed Capsicum Makhani Recipe,Indian,Main Dish,"Vegetarian, Creamy, Flavorful","Stuffed, Cooked",Mild,Vegetarian,Dairy,"Creamy, Flavorful",None
General Tso's Cauliflower Recipe,Chinese,Main Dish,"Vegetarian, Spicy, Crunchy, Chinese",Fried,Spicy,Vegetarian,None,"Spicy, Crunchy, Chinese",None
Broken Wheat And Green Moong Khichdi Recipe,Indian,Main Dish,"Vegetarian, Comfort Food, Nutrient-rich",Boiled,None,Vegetarian,None,"Comfort Food, Nutrient-rich",None
Mirchi Ke Tipore Recipe - Green Chilli Stir Fry,Indian,Side Dish,"Vegetarian, Spicy, Regional",Stir-fried,Spicy,Vegetarian,None,"Spicy, Regional",None
Peanut Chilli Dipping Sauce Recipe,"Western, Asian",Dip,"Vegetarian, Spicy, Nutty",Mixed,Spicy,Vegetarian,Nuts,"Spicy, Nutty",None
Cheese Garlic Bread Recipe,Western,Appetizer,"Vegetarian, Cheesy, Garlicky",Baked,None,Vegetarian,Dairy,"Cheesy, Garlicky",None
Sriracha Hummus Recipe - Sriracha Flavoured Middle Eastern Dip,"Middle Eastern, Western",Dip,"Vegetarian, Spicy, Flavorful",Mixed,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Chocolate Almond Raisin Cookie Recipe,Western,Dessert,"Vegetarian, Chocolatey, Nutty",Baked,None,Vegetarian,Nuts,"Chocolatey, Nutty",None
Savory Oatmeal Bowl with Chettinad Mushroom and Green Peas Stir Fry Recipe,"South Indian, Western",Main Dish,"Vegetarian, Savory, Nutrient-rich","Cooked, Stir-fried",Spicy,Vegetarian,None,"Savory, Nutrient-rich",None
Lemon Buttermilk Cake Recipe,Western,Dessert,"Vegetarian, Citrusy, Moist",Baked,None,Vegetarian,Dairy,"Citrusy, Moist",None
Moroccan Baked Fish Recipe,Moroccan,Main Dish,"Non-Vegetarian, Spiced, Mediterranean",Baked,Spicy,Non-Veg,None,"Spiced, Mediterranean",None
Roasted Red Pepper and Pumpkin Soup Recipe,Western,Soup,"Vegetarian, Creamy, Nutty","Roasted, Boiled",None,Vegetarian,Nuts,"Creamy, Nutty",None
Vegetarian Sago Dumpling Recipe,Indian,Snack,"Vegetarian, Gluten-free, Nutrient-rich",Steamed,Mild,Vegetarian,None,"Nutrient-rich, Savory",Gluten-free
Pumpkin Raita Recipe,Indian,Side,Vegetarian,Raw,None,Vegetarian,Dairy,"Creamy, Pumpkin",None
Zoodles Tossed In Cashew Cilantro Pesto Recipe (Vegan),"Western, Indian",Main,"Vegan, Gluten-free, Nutrient-rich",Tossed,None,Vegan,Nuts,"Nutty, Herbaceous","Vegan, Gluten-free"
Chickpea Tikka Masala Recipe,Indian,Main,"Vegetarian, Protein-rich",Cooked,Spicy,Vegetarian,None,"Spicy, Creamy",None
Kung Pao Tofu With Vegetables Recipe,Chinese,Main,"Vegan, Protein-rich",Stir-fried,Spicy,Vegan,None,"Spicy, Savory",Vegan
Bathua Aloo Paratha Recipe,Indian,Breakfast,"Vegetarian, Comfort Food, Nutrient-rich",Pan-fried,Mild,Vegetarian,None,"Comfort Food, Nutrient-rich",None
Vellarikka Kosumalli Recipe- South Indian Style Cucumber Salad,Indian,Salad,"Vegetarian, Refreshing",Raw,None,Vegetarian,None,"Refreshing, Crunchy",None
Baked Amritsari Kulcha Recipe (Without Yeast),Indian,Bread,"Vegetarian, Baked",Baked,None,Vegetarian,None,"Baked, Flavorful",None
Baked Farfalle Pasta With Mushrooms Peas And Lemon White Sauce Recipe,Italian,Main,"Vegetarian, Creamy",Baked,None,Vegetarian,Dairy,"Creamy, Citrusy",None
Orange Yogurt Cake Recipe,"Western, Indian",Dessert,"Vegetarian, Citrusy, Moist",Baked,None,Vegetarian,Dairy,"Citrusy, Moist",None
North Indian Chawli ki Sabzi Recipe,Indian,Main,"Vegetarian, Protein-rich",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Roasted Coriander Potatoes With Thyme Recipe,"Western, Indian",Side,"Vegetarian, Flavorful",Roasted,None,Vegetarian,None,Flavorful,None
"Fenugreek Makhana Matar Korma Recipe - Fenugreek, Green P & Lotus Seeds Curry",Indian,Main,"Vegetarian, Flavorful",Cooked,Mild,Vegetarian,None,Flavorful,None
Chicken Tikka Recipe,Indian,Main,"Non-Vegetarian, Protein-rich",Grilled,Spicy,Non-Veg,None,"Spicy, Grilled",None
Amarnath Suji & Oats Dhokla Recipe,Indian,Snack,"Vegetarian, Protein-rich, Steamed",Steamed,Spicy,Vegetarian,None,"Spicy, Steamed",None
Postal Millet Lemon Rice Recipe-Lemon Honey,Indian,Main,"Vegetarian, Tangy",Cooked,None,Vegetarian,None,Tangy,None
Banana Bran Muffin Recipe,Western,Breakfast,"Vegetarian, Bran-rich",Baked,None,Vegetarian,None,Bran-rich,None
Bengali Special Chocolate Sandesh Recipe (Chocolate Infused Cottage Cheese Dessert),Indian,Dessert,"Vegetarian, Chocolatey",Prepared,None,Vegetarian,Dairy,Chocolatey,None
Baked Polenta Fries Recipe,Western,Appetizer,"Vegetarian, Baked",Baked,None,Vegetarian,None,Baked,None
Beer Batter Prawns Recipe,Western,Main,"Non-Vegetarian, Fried",Fried,None,Non-Veg,None,Fried,None
Menemen Recipe - Turkish Style Egg Scramble With Bell Peppers,Turkish,Main,"Vegetarian, Spicy",Cooked,Spicy,Vegetarian,None,Spicy,None
Pasta In Spinach Basil Sauce Recipe,Italian,Main,"Vegetarian, Flavorful","Boiled, Sauteed",None,Vegetarian,Dairy,Flavorful,None
Spicy Sweet Corn & Oat Fritters Recipe - Corn Masala Vada,Indian,Snack,"Vegetarian, Spicy, Crunchy",Deep-fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Chilli Paneer Recipe -Indo Chinese,"Indian, Chinese",Main,"Vegetarian, Spicy",Stir-fried,Spicy,Vegetarian,Dairy,"Spicy, Indo-Chinese",None
Beetroot Falafel With Pita Bread Recipe,Middle Eastern,Main,"Vegetarian, Flavorful",Fried,None,Vegetarian,None,Flavorful,None
Dry Fruit Halwa Recipe,Indian,Dessert,"Vegetarian, Sweet",Cooked,None,Vegetarian,Nuts,Sweet,None
Potato Roulade Recipe,Western,Main,"Vegetarian, Comfort Food",Baked,None,Vegetarian,None,Comfort Food,None
"Simple Winter Salad With Beet, Carrots & Feta Recipe",Western,Salad,"Vegetarian, Refreshing",Raw,None,Vegetarian,Dairy,Refreshing,None
Chatpata Kala Chana Pakora Roll / Frankie Recipe,Indian,Snack,"Vegetarian, Spicy, Crunchy",Deep-fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Seppankizhangu Roast (South Indian Style Arbi Fry) Recipe,Indian,Side,"Vegetarian, Spicy, Flavorful",Roasted,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Moong Dal Ghughra Recipe (Gujiya / Karanji),Indian,Dessert,"Vegetarian, Sweet",Fried,None,Vegetarian,None,Sweet,None
Onion Kachori Recipe,Indian,Snack,"Vegetarian, Spicy, Crunchy",Deep-fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Sitaphal Rabdi Recipe,Indian,Dessert,"Vegetarian, Sweet",Cooked,None,Vegetarian,Dairy,Sweet,None
Tulsi And Betel Leaves Rasam Recipe,Indian,Soup,"Vegetarian, Flavorful",Cooked,Spicy,Vegetarian,None,Flavorful,None
"Kachumber Salad Recipe With Cucumber, Onion & Tomatoes",Indian,Salad,"Vegetarian, Refreshing",Raw,None,Vegetarian,None,Refreshing,None
Spaghetti Pasta Alla Puttanesca Recipe,Italian,Main,"Vegetarian, Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Vegetarian Chinese Samosa Recipe,"Indian, Chinese",Snack,"Vegetarian, Spicy, Crunchy",Deep-fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Khichdi With Fresh Spices Recipe,Indian,Main,"Vegetarian, Comfort Food, Flavorful",Cooked,Mild,Vegetarian,None,"Comfort Food, Flavorful",None
Chettinad Kavuni Arisi Sweet Recipe (Black Rice Pudding),Indian,Dessert,"Vegetarian, Sweet, Unique",Cooked,None,Vegetarian,None,"Sweet, Unique",None
Stuffed Masala Aloo Naan Recipe Made Without Oven,Indian,Bread,"Vegetarian, Flavorful",Pan-fried,None,Vegetarian,None,Flavorful,None
Chettinad Mutton Chops Kuzhambu Recipe-Mutton Chops Curry,Indian,Main,"Non-Vegetarian, Spicy",Cooked,Spicy,Non-Veg,None,Spicy,None
Avengers Cheeseburger Recipe-Aloo Tikki Burger Recipe,"Indian, Western",Main,"Vegetarian, Spicy, Flavorful",Grilled,Spicy,Vegetarian,None,"Spicy, Flavorful",None
"Stuffed Tomatoes with Quinoa, Spinach and Cheese Recipe",Western,Main,"Vegetarian, Nutrient-rich, Flavorful",Baked,None,Vegetarian,Dairy,"Flavorful, Nutrient-rich",None
Cheesy Baked Spaghetti Pasta Recipe,Western,Main,"Vegetarian, Cheesy",Baked,None,Vegetarian,Dairy,Cheesy,None
Palak Tambuli Recipe (Udupi Style Spinach Tambli),Indian,Side,"Vegetarian, Comfort Food",Blended,None,Vegetarian,None,Comfort Food,None
Spirulina and Mint Basil Pesto Recipe,Italian,Sauce,"Vegetarian, Nutrient-rich",Blended,None,Vegetarian,Nuts,"Nutrient-rich, Herbaceous",None
Homemade Spring Roll Wrapper Recipe,Asian,Appetizer,"Vegetarian, Homemade",Prepared,None,Vegetarian,None,Homemade,None
Semiya Biryani Recipe,Indian,Main,"Vegetarian, Flavorful",Cooked,Spicy,Vegetarian,None,Flavorful,None
Chewy Pumpkin Seed Chikki Recipe,Indian,Snack,"Vegetarian, Sweet, Crunchy",Cooked,None,Vegetarian,Nuts,"Sweet, Crunchy",None
Honey Roasted Sweet Potato With Red Onions Recipe,Western,Side,"Vegetarian, Sweet, Flavorful",Roasted,None,Vegetarian,None,"Sweet, Flavorful",None
Karwar style Tousali Recipe-Cucumber Steamed Cake,Indian,Breakfast,"Vegetarian, Light, Refreshing",Steamed,None,Vegetarian,None,"Refreshing, Light",None
Puffed Rice Bar Recipe,Indian,Snack,"Vegetarian, Crunchy",Prepared,None,Vegetarian,None,Crunchy,None
Roat Recipe,Uttarakhand Style Sweetened Flatbread,Indian,Dessert,"Vegetarian, Sweet",Baked,None,Vegetarian,None,Moderate
Penne Pasta Recipe In Roasted Carrot Sauce & Olives,Italian,Main,"Vegetarian, Savory","Boiled, Sauteed",None,Vegetarian,None,Savory,None
Karamani Sundal Recipe - Spicy Tossed Black Eyed Beans Recipe,Indian,Snack,"Vegetarian, Spicy, Protein-rich","Cooked, Tossed",Spicy,Vegetarian,None,"Spicy, Protein-rich",None
Spinach Soft Shell Taco Stuffed with Cabbage Slaw Salad Recipe,Mexican,Main,"Vegetarian, Fresh, Crunchy",Assembled,None,Vegetarian,None,"Fresh, Crunchy",None
Herbed Brown Rice Recipe,"Western, Indian",Main,"Vegetarian, Flavorful",Cooked,None,Vegetarian,None,Flavorful,None
Oat Olives and Broccoli Sandwich Spread Recipe,Western,Main,"Vegetarian, Nutrient-rich",Spread,None,Vegetarian,None,Nutrient-rich,None
Thai Style Sweet Khao Tom Recipe (Coconut Sticky Rice Stuffed with Banana and Steamed),Thai,Dessert,"Vegetarian, Sweet, Coconutty",Steamed,None,Vegetarian,None,"Sweet, Coconutty",None
Nawabi Tawa Paratha Recipe,Indian,Bread,"Vegetarian, Flaky",Pan-fried,None,Vegetarian,None,Flaky,None
Roasted Vegetable Pasta Primavera Recipe,Italian,Main,"Vegetarian, Flavorful","Roasted, Cooked",None,Vegetarian,None,Flavorful,None
Sweet Potato Kheer Recipe,Indian,Dessert,"Vegetarian, Sweet",Cooked,None,Vegetarian,Dairy,Sweet,None
Classic New York Style Cheesecake Recipe,Western,Dessert,"Vegetarian, Creamy",Baked,None,Vegetarian,Dairy,Creamy,None
Niramish Aloo Dum Recipe,Indian,Main,"Vegetarian, Spicy",Cooked,Spicy,Vegetarian,None,Spicy,None
Murgh Palak Recipe - Chicken In A Palak Gravy,Indian,Main,"Non-Vegetarian, Protein-rich",Cooked,Spicy,Non-Veg,Dairy,"Spicy, Protein-rich",None
Homemade Loaded Chicken Nachos Recipe,Mexican,Appetizer,"Non-Vegetarian, Spicy, Crunchy",Assembled,Spicy,Non-Veg,Dairy,"Spicy, Crunchy",None
Japanese Style Chicken Katsu Curry Recipe,Japanese,Main,"Non-Vegetarian, Flavorful","Fried, Cooked",Spicy,Non-Veg,Dairy,Flavorful,None
Kerala Style Tomato Fry Recipe,Indian,Side,"Vegetarian, Spicy",Fried,Spicy,Vegetarian,None,Spicy,None
Coconut & Ricotta Dip with Banana Chips Recipe,Western,Snack,"Vegetarian, Creamy, Tropical",Prepared,None,Vegetarian,Dairy,"Creamy, Tropical",None
Fettuccine Pasta Recipe With Roasted Red Bell Pepper Sauce,Italian,Main,"Vegetarian, Tangy","Boiled, Sauteed",None,Vegetarian,None,Tangy,None
Mangalore Style Nurge Gashie Recipe-Spicy Drumstick Curry,Indian,Main,"Vegetarian, Spicy",Cooked,Spicy,Vegetarian,None,Spicy,None
Apple Almond Cake Recipe,With Eggless Version,"Western, Indian",Dessert,"Vegetarian, Nutty, Sweet",Baked,None,Vegetarian,Dairy,Moderate
Sri Lankan Dal Recipe,Sri Lankan,Main,"Vegetarian, Spicy",Cooked,Spicy,Vegetarian,None,Spicy,None
Kerala Chicken Curry Recipe - Nadan Kozhi Curry,Indian,Main,"Non-Vegetarian, Spicy",Cooked,Spicy,Non-Veg,None,Spicy,None
Roasted Mushroom Recipe,Western,Side,"Vegetarian, Umami",Roasted,None,Vegetarian,None,Umami,None
Crispy & Spicy Paneer Starter Recipe,Indian,Appetizer,"Vegetarian, Spicy, Crispy",Fried,Spicy,Vegetarian,Dairy,"Spicy, Crispy",None
Prawn Cutlets With Sweet Potatoes Wedges Recipe,"Western, Indian",Main,"Non-Vegetarian, Spicy, Sweet",Fried,"Spicy, Sweet",Non-Veg,None,"Spicy, Sweet",None
Aloo Amritsari Recipe,Indian,Main,"Vegetarian, Spicy",Fried,Spicy,Vegetarian,None,Spicy,None
Carrot Pachadi With Coconut Recipe,Indian,Side,"Vegetarian, Sweet, Coconutty",Cooked,None,Vegetarian,None,"Sweet, Coconutty",None
Parsi Steel Paneer Recipe with Charwell Ed - Scrambled Eggs with Paneer Recipe,"Indian, Parsi",Main,"Vegetarian, Savory, Protein-rich",Cooked,None,Vegetarian,Dairy,"Savory, Protein-rich",None
Crispy Pan Fried Pomfret Recipe,Indian,Main,"Non-Vegetarian, Crispy",Pan-fried,None,Non-Veg,None,Crispy,None
Chapor Ghonto Recipe (Bengali Mix Vegetable With Lentils Patties),Indian,Main,"Vegetarian, Protein-rich, Flavorful",Cooked,None,Vegetarian,None,"Protein-rich, Flavorful",None
Khao Neeo Mamuang - Thai Sweet Sticky Rice With Mango,Thai,Dessert,"Vegetarian, Sweet, Tropical",Steamed,None,Vegetarian,None,"Sweet, Tropical",None
Awadhi Style Chickpea Kofta Biryani Recipe,"Indian, Awadhi",Main,"Vegetarian, Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Tomato and Sunflower Seed Dip Recipe,Western,Appetizer,"Vegetarian, Tangy",Blended,None,Vegetarian,None,Tangy,None
Broccoli & Vegetable Coconut Curry Recipe,Indian,Main,"Vegetarian, Creamy, Flavorful",Cooked,None,Vegetarian,Dairy,"Creamy, Flavorful",None
Dry Chilli Baby Corn Recipe (Indian Chinese Style Recipe),"Indian, Chinese",Side,"Vegetarian, Spicy, Crunchy",Stir-fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Murgh Aur Masoor Dal Recipe-Bombay Style Chicken with Dal,Indian,Main,"Non-Vegetarian, Protein-rich",Cooked,Spicy,Non-Veg,None,Protein-rich,None
Chipotle Roasted Mushroom Vegetarian Quesadilla Recipe,"Mexican, Western",Main,"Vegetarian, Spicy, Cheesy","Roasted, Assembled",Spicy,Vegetarian,Dairy,"Spicy, Cheesy",None
Sikkim Style Steamed Chicken Momo Recipe,"Indian, Sikkimese",Main,"Non-Vegetarian, Flavorful",Steamed,None,Non-Veg,None,Flavorful,None
Kela Matar ki Sabzi Recipe - Raw Banana Green Peas Stir Fry,Indian,Main,"Vegetarian, Flavorful",Stir-fried,None,Vegetarian,None,Flavorful,None
Kongunadu Style Period Kujambu Recipe - Mushroom Curry,Indian,Main,"Vegetarian, Spicy",Cooked,Spicy,Vegetarian,None,Spicy,None
Buttered Herbed Rice Recipe,Western,Side,"Vegetarian, Buttery, Flavorful",Cooked,None,Vegetarian,Dairy,"Buttery, Flavorful",None
Mushroom Quiche Recipe,Western,Main,"Vegetarian, Savory, Creamy",Baked,None,Vegetarian,Dairy,"Savory, Creamy",None
Palakatti Chettinad Curry Recipe -Chettinad Style Paneer Kurma Recipe,Indian,Main,"Vegetarian, Spicy, Creamy",Cooked,Spicy,Vegetarian,Dairy,"Spicy, Creamy",None
Mini Naan Recipe With Pindi Chole,Indian,Main,"Vegetarian, Soft, Savory",Baked,None,Vegetarian,None,"Soft, Savory",None
Gujarati Tawa Handvo Recipe - Healthy Pan Fried Lentil Cake,"Indian, Gujarati",Main,"Vegetarian, Savory, Nutrient-rich",Pan-fried,None,Vegetarian,None,"Savory, Nutrient-rich",None
Gola Kebab (Indian Style Meat Balls) Recipe,Indian,Main,"Non-Vegetarian, Spicy, Juicy","Fried, Cooked",Spicy,Non-Veg,None,"Spicy, Juicy",None
Churma Ladoo Recipe - Atta/Whole Wheat Ladoo,Indian,Dessert,"Vegetarian, Sweet",Prepared,None,Vegetarian,None,Sweet,None
Thenga Vada Recipe (Spicy Coconut Fritters),Indian,Snack,"Vegetarian, Spicy, Crunchy",Fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Chettinad Pazha Payasam Recipe - Fruit Payasam Recipe,South Indian,Dessert,"Vegetarian, Sweet",Cooked,None,Vegetarian,Dairy,Sweet,None
Mushroom and beet wellington With Red Vinaigrette Sauce Recipe,Western,Main,"Vegetarian, Nutrient-rich",Baked,None,Vegetarian,None,"Nutty, Tangy",None
Chinese Savoury Rice Porridge Recipe With Pumpkin,Chinese,Main,"Vegetarian, Comforting",Cooked,None,Vegetarian,None,Comforting,None
Mango Shikanji Recipe - Chatpata Mango Spritzer,Indian,Beverage,"Vegetarian, Refreshing",Mixed,None,Vegetarian,None,"Refreshing, Chatpata",None
Brinjal Tomato Vegetable - Brinjal / Eggplant Masala Recipe,Indian,Main,"Vegetarian, Spicy",Cooked,Spicy,Vegetarian,None,Spicy,None
Cauliflower Kurma (Tamil Nadu Restaurant Style Cauliflower Chops) Recipe,South Indian,Main,"Vegetarian, Creamy, Flavorful",Cooked,None,Vegetarian,Dairy,"Creamy, Flavorful",None
Zucchini Parmesan Fritters Recipe,Western,Appetizer,"Vegetarian, Crunchy",Fried,None,Vegetarian,Dairy,Crunchy,None
Kerala Pumpkin Black Eyed Beans Erissery Recipe,Indian,Main,"Vegetarian, Flavorful",Cooked,None,Vegetarian,None,Flavorful,None
Mushroom Corn Masala Dosa Recipe Using Ragi Idli Dosa Batter,South Indian,Main,"Vegetarian, Protein-rich, Flavorful",Pan-cooked,Spicy,Vegetarian,Dairy,"Protein-rich, Flavorful",None
Apple Cinnamon French Toast Recipe,Western,Breakfast,"Vegetarian, Sweet, Comforting",Pan-fried,None,Vegetarian,Dairy,"Sweet, Comforting",None
Homemade Vada Pav Recipe With Cheesy Aloo Vada,Indian,Snack,"Vegetarian, Spicy, Cheesy",Fried,Spicy,Vegetarian,Dairy,"Spicy, Cheesy",None
